Date Time, Monitor ID, Location ID, CO(ppm), PM10(ppm), PM2.5(ppm), SO2(ppm),Unnamed: 0,timestamp,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin
2021-11-06 14:43:00,1,1,16.41, , ,,13014.0,1636190022798.0,42.58,18.574,939.828,88.0,-1755.0,293.0,1315.0,0.0,452.0,0.0,29.919,28.139,30.051,30.077,196.885,223.872,224.559,224.676,224.728,0.546,0.016,-0.064,0.096,256.0,64512.0,1536.0,69.677,58.391,76.01,5525.07,0.758,3531.0,45.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190024074.0,17.446,78.347,5.36,174.686,0.0,192.874,0.175,0.0,0.0,151.4,8.258,20.644,7.18,17.951,0.0
2021-11-06 14:44:00,1,1,15.53, , ,,13015.0,1636190061955.0,42.33,19.051,939.811,139.0,-2771.0,297.0,1330.0,0.0,460.0,0.0,30.154,28.341,30.304,30.334,198.253,225.459,226.173,226.295,226.349,0.54,0.0,-0.016,-0.112,0.0,65280.0,63744.0,57.992,52.174,67.584,2819.274,0.812,3534.0,45.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190063231.0,17.447,78.348,12.864,178.468,0.0,281.495,0.178,0.0,0.0,154.1,8.323,20.806,7.237,18.093,1.0
2021-11-06 14:45:00,1,1,15.52, , ,,13016.0,1636190117213.0,41.95,19.774,939.855,174.0,-3469.0,312.0,1369.0,0.0,475.0,0.0,29.923,28.005,30.173,30.223,195.601,222.642,223.48,223.628,223.684,0.59,0.016,0.0,0.064,256.0,0.0,1024.0,54.17,53.494,54.653,2837.602,0.707,3550.0,47.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190118494.0,17.447,78.347,9.648,191.356,0.0,342.405,0.191,0.0,0.0,156.0,8.259,20.647,7.182,17.954,1.0
2021-11-06 14:46:00,1,1,14.96, , ,,13017.5,1636190193827.0,41.795,19.799,939.785,152.0,-3032.0,310.0,1370.0,0.0,480.5,0.0,29.818,28.102,29.901,29.918,196.771,223.646,224.268,224.373,224.423,0.554,0.024,-0.016,0.008,384.0,32512.0,32896.0,54.716,53.549,58.568,2906.102,0.858,3552.5,48.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190195107.5,17.447,78.347,10.72,189.849,0.0,304.299,0.19,0.0,0.0,154.8,8.23,20.575,7.156,17.891,1.0
2021-11-06 14:47:00,1,1,13.50, , ,,13019.0,1636190254343.0,41.84,19.644,939.771,124.0,-2465.0,310.0,1371.0,0.0,478.0,0.0,31.478,29.534,31.678,31.718,206.474,234.894,235.694,235.833,235.891,0.575,0.016,0.0,-0.048,256.0,0.0,64768.0,55.183,53.427,60.3,2953.415,0.441,3558.0,48.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190255646.0,17.447,78.348,10.72,189.678,0.0,255.687,0.19,0.0,0.0,153.3,8.688,21.72,7.555,18.887,1.0
2021-11-06 14:48:00,1,1,12.21, , ,,13020.0,1636190299262.0,40.57,20.837,939.715,16.0,-316.0,294.0,1330.0,0.0,429.0,0.0,30.808,28.737,31.148,31.215,200.479,228.354,229.321,229.495,229.556,0.589,-0.064,-0.304,0.304,64512.0,60672.0,4864.0,70.445,60.757,79.084,4257.15,0.624,3558.0,49.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190300587.0,17.447,78.35,11.792,178.609,0.0,68.842,0.179,0.0,0.0,80.8,8.503,21.258,7.394,18.485,1.0
2021-11-06 14:49:00,1,1,11.50, , ,,13021.0,1636190341381.0,39.32,21.129,939.872,109.0,-2175.0,290.0,1314.0,0.0,410.0,0.0,29.389,27.437,29.693,29.754,191.468,218.051,218.948,219.109,219.166,0.566,0.016,-0.16,0.208,256.0,62976.0,3328.0,69.645,57.828,76.642,2234.417,0.078,3564.0,49.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190342648.0,17.446,78.351,10.72,176.263,0.0,230.845,0.176,0.0,0.0,152.5,8.111,20.279,7.053,17.634,1.0
2021-11-06 14:51:00,1,1,7.81, , ,,13022.5,1636190488522.5,39.265,22.115,940.498,165.0,-3294.0,324.5,1408.5,0.0,474.0,0.0,32.626,30.72,32.741,32.763,215.035,244.451,245.162,245.283,245.339,0.57,-0.04,-0.024,0.064,32128.0,32384.0,1024.0,61.619,58.116,66.046,1279.064,0.105,3583.0,52.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190490177.5,17.446,78.351,22.894,204.87,0.0,328.037,0.205,0.0,0.0,155.55,9.005,22.512,7.83,19.576,1.0
2021-11-06 14:53:00,1,1,7.37, , ,,13024.0,1636190597735.0,39.87,21.478,940.742,103.0,-2050.0,357.0,1500.0,0.0,464.0,0.0,33.4,31.193,33.735,33.803,217.706,247.913,248.92,249.1,249.165,0.545,0.032,-0.016,-0.048,512.0,65280.0,64768.0,66.678,60.698,74.387,5285.471,1.09,3584.0,52.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190600467.0,17.446,78.351,34.073,229.996,0.0,220.156,0.23,0.0,0.0,152.2,9.218,23.046,8.016,20.04,1.0
2021-11-06 14:54:00,1,1,9.06, , ,,13025.5,1636190674698.0,40.4,21.396,940.668,160.0,-3184.5,325.0,1409.5,0.0,475.0,0.0,32.168,29.94,32.578,32.66,208.707,237.836,238.917,239.113,239.178,0.6,0.016,-0.048,0.008,256.0,64768.0,32896.0,64.592,58.195,72.232,8824.783,1.012,3598.5,52.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190675943.0,17.446,78.35,19.487,204.053,0.0,318.824,0.204,0.0,0.0,155.3,8.878,22.196,7.72,19.301,0.5
2021-11-06 14:55:00,1,1,9.81, , ,,13027.5,1636190736905.5,40.96,21.778,940.735,143.0,-2850.5,336.0,1442.0,0.0,469.5,0.0,33.61,31.376,33.959,34.028,218.949,249.35,250.377,250.561,250.627,0.568,0.008,-0.032,-0.088,32896.0,65024.0,64128.0,68.554,62.992,74.466,7309.855,0.663,3596.5,52.5,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190738262.0,17.446,78.35,4.2,212.975,0.0,289.038,0.213,0.0,0.0,154.35,9.276,23.191,8.066,20.166,0.0
2021-11-06 14:56:00,1,1,7.57, , ,,13029.5,1636190799204.5,41.335,20.104,940.018,52.0,23.0,343.0,1457.0,0.0,455.0,0.0,32.83,31.043,32.833,32.834,217.621,247.173,247.746,247.838,247.89,0.525,0.008,-0.024,0.28,128.0,32384.0,4480.0,71.788,61.231,77.757,8722.007,1.064,3613.5,53.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190800247.0,17.448,78.349,4.1,216.779,0.0,130.965,0.217,0.0,0.0,109.75,9.061,22.653,7.879,19.698,0.0
2021-11-06 14:57:00,1,1,7.87, , ,,13031.5,1636190861299.0,39.74,21.308,939.755,48.5,-882.5,334.0,1440.0,0.0,420.0,0.0,30.569,28.742,30.712,30.74,201.084,228.66,229.372,229.494,229.547,0.561,-0.08,0.016,0.0,64256.0,256.0,0.0,81.914,65.152,88.998,4395.827,0.709,3614.0,54.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190862485.0,17.445,78.353,4.65,211.474,0.0,125.639,0.211,0.0,0.0,115.35,8.437,21.093,7.337,18.342,0.0
2021-11-06 14:58:00,1,1,7.50, , ,,13033.5,1636190923127.0,38.295,23.172,940.187,90.0,-1792.5,431.5,1711.0,0.0,465.5,0.0,33.772,31.327,34.295,34.399,218.102,248.723,249.974,250.204,250.276,0.612,-0.064,0.016,-0.032,64512.0,33024.0,32256.0,72.965,65.539,78.584,4202.743,0.649,3616.5,54.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190924372.5,17.443,78.357,3.35,292.015,0.0,198.321,0.292,0.0,0.0,135.7,9.321,23.303,8.105,20.263,0.0
2021-11-06 14:59:00,1,1,10.00, , ,,13035.0,1636190971198.0,37.68,24.397,941.016,147.0,-2937.0,380.0,1571.0,0.0,462.0,0.0,41.722,38.602,42.452,42.598,230.126,306.365,308.019,308.324,308.416,0.576,0.032,0.032,0.112,512.0,512.0,1792.0,74.984,70.079,82.936,4353.467,0.426,3630.0,54.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636190972240.0,17.441,78.36,3.6,252.255,0.0,297.515,0.252,0.0,0.0,154.6,11.515,28.788,10.013,25.033,0.0
2021-11-06 15:00:00,1,1,10.10, , ,,13036.5,1636191015852.0,36.895,25.04,941.758,120.0,-2394.0,353.0,1488.5,0.0,432.5,0.0,29.874,27.463,30.548,30.683,190.571,217.748,219.125,219.383,219.454,0.612,-0.064,-0.016,-0.04,31872.0,64384.0,32128.0,81.56,74.148,89.426,4240.383,0.539,3636.5,55.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191016840.5,17.438,78.365,3.5,231.621,0.0,251.023,0.232,0.0,0.0,153.15,8.245,20.613,7.17,17.924,0.0
2021-11-06 15:01:00,1,1,6.71, , ,,13038.5,1636191077865.0,35.995,26.212,943.743,145.5,-2904.5,348.5,1474.5,0.0,423.5,0.0,37.105,34.734,37.409,37.469,242.626,276.154,277.184,277.365,277.435,0.559,0.088,0.024,0.008,1408.0,384.0,32896.0,77.921,71.469,82.811,4267.494,0.543,3637.0,55.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191078885.5,17.433,78.37,3.05,229.571,0.0,295.688,0.23,0.0,0.0,154.55,10.241,25.602,8.905,22.263,0.0
2021-11-06 15:02:00,1,1,11.56, , ,,13040.5,1636191140360.0,36.075,26.315,944.66,143.5,-2857.5,374.0,1546.0,0.0,452.5,0.0,36.299,33.932,36.636,36.703,236.907,269.724,270.783,270.971,271.041,0.571,-0.04,-0.104,0.016,32128.0,31104.0,33024.0,71.58,66.988,80.245,4210.838,0.26,3647.0,56.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191141369.5,17.431,78.372,2.75,250.052,0.0,292.176,0.25,0.0,0.0,154.4,10.018,25.046,8.712,21.779,0.0
2021-11-06 15:03:00,1,1,7.91, , ,,13042.5,1636191201878.5,36.245,26.418,943.931,136.0,-2708.0,417.5,1666.5,0.0,463.0,0.0,37.175,34.99,37.317,37.345,244.892,278.415,279.239,279.379,279.443,0.54,-0.008,-0.048,0.112,32640.0,64768.0,1792.0,75.755,70.661,81.745,5021.594,0.483,3651.0,56.5,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191202906.5,17.431,78.375,4.4,284.903,0.0,279.074,0.285,0.0,0.0,154.05,10.26,25.651,8.922,22.305,0.0
2021-11-06 15:04:00,1,1,8.45, , ,,13044.5,1636191264084.5,36.32,26.298,943.807,143.5,-2864.0,401.0,1626.0,0.0,451.5,0.0,42.064,39.756,42.082,42.086,278.661,316.532,317.285,317.406,317.475,0.533,0.032,0.016,-0.008,512.0,256.0,32640.0,69.939,64.871,75.388,6287.04,0.634,3659.5,57.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191265116.5,17.433,78.375,3.55,271.541,0.0,292.057,0.272,0.0,0.0,154.45,11.61,29.024,10.095,25.238,0.0
2021-11-06 15:05:00,1,1,7.22, , ,,13046.5,1636191325901.0,36.86,25.847,943.667,138.5,-2756.0,349.5,1475.5,0.0,452.5,0.0,40.935,38.474,41.136,41.177,269.142,306.074,307.041,307.207,307.279,0.57,0.016,0.008,-0.048,256.0,128.0,64768.0,70.778,68.064,80.104,7564.051,1.025,3681.5,58.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191326919.5,17.434,78.374,2.95,229.621,0.0,283.127,0.23,0.0,0.0,154.15,11.298,28.245,9.824,24.561,0.0
2021-11-06 15:06:00,1,1,6.75, , ,,13048.5,1636191388302.5,37.385,25.21,942.803,111.5,-2219.0,476.5,1836.0,64.0,484.5,0.0,69.476,65.374,69.756,69.812,457.497,520.153,521.715,521.98,522.101,0.551,-0.048,-0.016,-0.024,64768.0,32512.0,65152.0,72.968,69.794,77.52,8052.735,0.81,3682.0,58.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191389328.5,17.436,78.375,3.15,330.446,1.764,236.029,0.33,0.28,6.063,152.7,19.175,47.939,16.674,41.686,0.0
2021-11-06 15:07:00,1,1,8.76, , ,,13050.5,1636191450213.5,37.255,25.282,940.927,131.5,-2623.0,350.0,1481.5,0.0,431.5,0.0,42.578,40.217,42.619,42.627,281.834,320.177,320.966,321.094,321.164,0.54,-0.048,-0.024,-0.024,32000.0,65152.0,32384.0,79.908,71.04,85.574,5587.165,0.47,3683.0,58.5,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191451242.0,17.442,78.377,6.2,229.29,0.0,270.8,0.229,0.0,0.0,153.8,11.752,29.379,10.219,25.547,0.5
2021-11-06 15:08:00,1,1,7.93, , ,,13052.5,1636191512124.0,37.195,25.311,940.932,128.0,-2556.5,381.5,1572.5,0.0,442.0,0.0,40.773,38.472,40.846,40.86,269.5,306.231,307.031,307.163,307.231,0.545,-0.04,0.0,-0.024,64896.0,32768.0,65152.0,73.417,68.766,78.159,4049.875,0.857,3696.5,59.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191513137.0,17.445,78.377,4.05,254.567,0.0,264.754,0.255,0.0,0.0,153.6,11.253,28.133,9.785,24.464,0.0
2021-11-06 15:09:00,1,1,5.69, , ,,13054.5,1636191574240.0,37.06,25.272,941.386,89.5,-1793.5,361.0,1512.5,0.0,437.0,0.0,34.713,32.719,34.805,34.823,229.117,260.403,261.121,261.242,261.3,0.561,-0.016,-0.032,0.048,65280.0,32256.0,768.0,78.64,72.373,84.264,3843.194,0.383,3706.0,60.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191575245.5,17.45,78.38,3.95,238.177,0.0,198.004,0.238,0.0,0.0,150.8,9.581,23.952,8.331,20.828,0.0
2021-11-06 15:10:00,1,1,4.61, , ,,13057.0,1636191631146.333,36.393,25.903,941.209,97.667,-1939.667,374.0,1551.667,0.0,428.667,0.0,29.084,27.277,29.278,29.317,190.666,216.927,217.679,217.81,217.863,0.55,0.021,-0.107,0.347,341.333,20138.667,5546.667,80.985,74.701,87.275,5088.728,0.869,3700.333,60.333,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191634970.667,17.455,78.383,3.033,249.505,0.0,212.487,0.25,0.0,0.0,152.0,8.027,20.068,6.98,17.45,0.0
2021-11-06 15:11:00,1,1,5.65, , ,,13059.5,1636191698444.0,35.54,27.645,943.157,133.5,-2665.5,447.0,1751.0,0.0,480.5,0.0,38.339,36.073,38.496,38.527,252.44,287.017,287.881,288.028,288.094,0.554,-0.008,-0.064,-0.048,32640.0,64512.0,32000.0,78.099,67.545,84.83,14384.736,0.573,3708.0,61.5,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191699435.5,17.461,78.385,3.3,310.04,0.0,275.049,0.31,0.0,0.0,153.9,10.582,26.454,9.201,23.003,0.0
2021-11-06 15:12:00,1,1,5.41, , ,,13062.0,1636191765273.333,35.477,27.661,943.645,133.333,-2656.0,362.333,1517.333,0.0,447.0,0.0,33.494,30.86,34.19,34.329,214.318,244.762,246.231,246.505,246.582,0.603,0.155,-0.032,0.139,2474.667,21333.333,2218.667,79.997,67.443,86.093,5902.206,0.203,3713.667,62.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191769291.0,17.465,78.386,3.467,242.295,0.0,274.791,0.242,0.0,0.0,153.9,9.244,23.111,8.038,20.096,0.0
2021-11-06 15:13:00,1,1,5.38, , ,,13064.5,1636191822206.5,35.395,27.488,943.141,112.5,-2241.5,316.0,1382.5,0.0,404.0,0.0,37.296,34.729,37.758,37.85,242.131,275.897,277.133,277.357,277.432,0.558,-0.032,-0.008,0.088,32256.0,32640.0,1408.0,75.146,65.363,81.96,5608.964,0.859,3720.0,62.5,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191823162.0,17.463,78.386,3.5,205.066,0.0,238.678,0.205,0.0,0.0,152.8,10.294,25.734,8.951,22.378,0.0
2021-11-06 15:14:00,1,1,4.63, , ,,13066.5,1636191884429.0,35.3,27.34,943.036,106.5,-2127.5,351.5,1491.0,0.0,427.0,0.0,64.17,59.784,64.292,64.322,418.656,475.811,477.116,477.334,477.441,0.534,-0.016,-0.12,-0.048,32512.0,63616.0,32000.0,75.375,69.815,80.139,4310.422,0.701,3731.0,63.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191885040.5,17.458,78.384,6.3,233.39,0.0,228.315,0.233,0.0,0.0,152.5,17.711,44.277,15.401,38.502,0.5
2021-11-06 15:15:00,1,1,3.49, , ,,13068.0,1636191931241.0,35.26,28.168,942.804,126.0,-2518.0,386.0,1584.0,0.0,406.0,0.0,95.521,90.329,95.522,95.523,633.26,719.242,720.899,721.164,721.317,0.453,-0.096,0.016,0.416,3584.0,64000.0,6656.0,74.044,67.922,80.539,6150.722,0.91,3730.0,63.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191932013.0,17.453,78.383,3.7,261.836,0.0,262.157,0.262,0.0,0.0,153.5,26.364,65.909,22.925,57.313,0.0
2021-11-06 15:16:00,1,1,7.39, , ,,13069.5,1636191977555.5,35.395,27.617,942.215,112.0,-2238.0,381.5,1566.5,0.0,446.0,0.0,39.979,37.806,39.979,39.979,265.048,301.034,301.726,301.837,301.901,0.515,0.048,0.096,0.024,768.0,1536.0,33152.0,77.451,67.906,86.046,4160.586,0.691,3738.0,63.5,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636191978450.5,17.456,78.384,4.4,257.635,0.0,237.807,0.258,0.0,0.0,152.75,11.034,27.585,9.595,23.987,0.0
2021-11-06 15:17:00,1,1,5.94, , ,,13071.5,1636192039422.0,35.68,27.467,943.15,116.0,-2311.5,390.5,1591.0,0.0,447.0,0.0,43.795,41.34,43.859,43.872,289.635,329.083,329.923,330.062,330.134,0.532,-0.024,0.0,0.04,32384.0,32768.0,640.0,74.074,68.234,79.954,6732.642,0.88,3737.5,64.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636192040685.0,17.46,78.385,3.6,264.565,0.0,244.614,0.265,0.0,0.0,152.95,12.087,30.218,10.511,26.277,0.0
2021-11-06 15:18:00,1,1,4.01, , ,,13073.5,1636192101309.0,35.87,27.005,942.472,102.5,-2044.0,359.0,1509.0,0.0,419.5,0.0,28.381,26.55,28.628,28.677,185.416,211.068,211.874,212.017,212.071,0.577,-0.056,-0.056,-0.048,64640.0,31872.0,64768.0,83.243,78.224,88.013,7951.747,0.855,3738.5,64.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636192102701.5,17.467,78.386,3.4,238.807,0.0,221.104,0.239,0.0,0.0,152.2,7.833,19.583,6.811,17.029,0.0
2021-11-06 15:19:00,1,1,3.57, , ,,13075.5,1636192163575.0,35.505,28.048,942.7,120.0,-2392.0,400.0,1617.0,0.0,441.5,0.0,32.867,30.44,33.415,33.524,211.809,241.626,242.894,243.128,243.2,0.593,-0.04,-0.024,-0.104,32128.0,32384.0,63872.0,81.719,74.725,87.758,6048.945,0.51,3744.5,64.5,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636192164685.0,17.474,78.388,4.5,272.817,0.0,251.628,0.273,0.0,0.0,153.15,9.071,22.678,7.888,19.72,0.0
2021-11-06 15:20:00,1,1,11.40, , ,,13077.5,1636192225344.5,35.455,28.66,942.382,109.5,-2178.0,437.5,1726.5,0.0,462.0,0.0,35.53,33.274,35.808,35.864,232.462,264.561,265.532,265.703,265.77,0.547,0.04,0.064,0.016,640.0,1024.0,33024.0,75.205,69.234,80.384,955.326,0.125,3744.0,65.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636192226113.0,17.478,78.39,3.2,303.461,0.0,233.415,0.303,0.0,0.0,152.6,9.806,24.516,8.527,21.318,0.0
2021-11-06 15:21:00,1,1,10.57, , ,,13079.5,1636192287604.0,35.22,27.699,942.703,104.0,-2076.5,337.5,1446.0,0.0,416.0,0.0,31.193,29.158,31.484,31.542,203.572,231.773,232.684,232.846,232.906,0.544,0.024,-0.064,0.032,384.0,64512.0,512.0,78.849,70.259,84.808,5490.313,0.765,3756.5,65.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636192288514.0,17.483,78.389,3.65,222.565,0.0,224.007,0.223,0.0,0.0,152.3,8.609,21.523,7.486,18.716,0.0
2021-11-06 17:49:00,1,1,7.33, , ,,13152.0,1636201173397.0,33.09,29.504,944.598,71.0,-1408.0,416.0,1667.0,89.0,521.0,0.0,47.311,44.515,47.504,47.543,311.522,354.19,355.255,355.437,355.519,0.554,0.0,0.0,0.0,0.0,0.0,0.0,66.321,62.595,70.253,73.904,0.055,4063.0,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636201175654.0,17.486,78.388,6.7,288.15,2.305,167.729,0.288,0.347,9.615,134.4,13.058,32.645,11.355,28.387,0.0
2021-11-06 17:50:00,1,1,9.70, , ,,13153.5,1636201217624.0,32.85,30.313,944.579,87.5,-1752.5,404.0,1636.0,146.0,537.5,0.0,49.497,46.153,50.058,50.17,321.929,366.72,368.293,368.576,368.675,0.572,-0.04,-0.008,-0.048,64896.0,32640.0,64768.0,68.123,63.517,74.369,61.189,0.14,4045.5,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636201218746.0,17.486,78.387,3.65,279.439,4.136,196.462,0.279,0.455,11.173,151.5,13.661,34.153,11.879,29.698,0.0
2021-11-06 17:51:00,1,1,10.53, , ,,13155.5,1636201280163.0,32.64,30.415,944.62,91.5,-1820.5,431.5,1710.0,187.0,549.5,0.0,49.117,46.106,49.41,49.468,322.38,366.716,367.941,368.153,368.242,0.562,-0.024,-0.016,-0.008,32384.0,32512.0,32640.0,67.724,62.532,75.857,49.478,0.361,4054.5,91.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636201281276.5,17.486,78.387,3.15,301.653,5.449,203.504,0.302,0.512,11.934,151.7,13.556,33.891,11.788,29.47,0.0
2021-11-06 17:52:00,1,1,9.74, , ,,13157.5,1636201345779.5,32.47,30.368,944.582,80.0,-1588.5,396.5,1611.0,7.0,496.5,0.0,49.514,46.518,49.776,49.828,325.36,370.04,371.232,371.437,371.525,0.564,0.008,0.008,-0.056,32896.0,32896.0,31872.0,67.669,63.976,75.363,44.721,0.035,4060.0,91.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636201346907.5,17.486,78.387,3.4,273.661,0.0,183.63,0.274,0.0,0.0,147.4,13.666,34.165,11.883,29.708,0.0
2021-11-06 17:53:00,1,1,11.77, , ,,13159.5,1636201406326.0,32.31,30.356,944.537,91.5,-1829.5,392.0,1597.5,8.5,500.0,0.0,45.391,42.09,46.106,46.249,292.997,334.158,335.856,336.168,336.265,0.578,-0.024,0.008,0.064,32384.0,32896.0,1024.0,68.113,63.952,72.597,38.785,0.237,4064.0,91.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636201407524.5,17.486,78.387,3.8,270.12,0.004,203.666,0.27,0.013,1.094,151.7,12.528,31.32,10.894,27.235,0.0
2021-11-06 17:54:00,1,1,8.64, , ,,13161.5,1636201468932.5,32.055,32.01,944.165,69.5,-1390.5,476.0,1835.5,124.5,537.5,0.0,46.867,44.089,47.065,47.105,308.519,350.79,351.854,352.036,352.118,0.556,-0.032,0.04,0.144,65024.0,640.0,2304.0,68.38,63.794,72.478,33.603,0.136,4057.5,91.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636201470044.5,17.487,78.385,4.9,339.103,3.463,165.57,0.339,0.361,9.62,131.75,12.935,32.339,11.248,28.12,0.0
2021-11-06 17:55:00,1,1,9.36, , ,,13163.5,1636201530774.0,31.525,32.722,944.191,87.0,-1739.0,439.5,1732.5,98.0,523.5,0.0,50.845,47.297,51.517,51.651,329.624,375.675,377.414,377.729,377.834,0.584,0.064,0.064,0.216,1024.0,1024.0,3456.0,69.262,64.737,75.965,36.433,0.059,4047.5,91.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636201531375.5,17.486,78.387,6.05,310.814,2.879,196.182,0.311,0.259,6.06,151.5,14.033,35.083,12.203,30.507,0.0
2021-11-06 17:56:00,1,1,10.10, , ,,13165.5,1636201590717.5,30.955,33.004,944.624,90.0,-1792.5,476.0,1834.0,114.0,534.0,0.0,51.433,48.218,51.793,51.865,336.991,383.44,384.79,385.027,385.122,0.575,0.0,0.032,0.024,0.0,512.0,384.0,70.863,66.802,75.121,54.968,0.114,4063.0,91.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1636201591369.0,17.485,78.39,3.9,340.574,3.133,201.659,0.341,0.37,9.903,151.65,14.196,35.489,12.344,30.86,0.0
